1;arms_factory;338.00;10.15;1942.00;2.33;0
1;arms_factory;466.00;10.18;1958.00;3.89;0
1;arms_factory;350.00;10.40;1958.00;1.73;0
1;arms_factory;335.00;10.30;2035.00;4.40;0
1;arms_factory;330.00;11.10;1973.00;0.78;0
1;arms_factory;342.00;10.98;1998.00;2.34;0
1;industrial_complex;436.00;11.70;1997.00;0.18;0
1;industrial_complex;357.00;10.70;2009.00;2.84;0
1;industrial_complex;268.00;10.15;1963.00;5.50;0
1;industrial_complex;389.00;11.03;1993.00;2.24;0
1;industrial_complex;271.00;10.30;1987.00;3.45;0
1;industrial_complex;349.00;10.18;1893.00;1.29;0
1;air_base;300.00;10.30;2026.00;2.85;0
1;naval_base;236.00;9.60;1959.00;-0.86;8383
1;naval_base;269.00;9.50;1950.00;-1.09;8513
1;naval_base;221.00;9.50;1829.00;-4.22;6064
1;naval_base;422.00;10.00;1964.00;-4.30;3253
1;naval_base;476.00;9.50;1998.00;-1.04;3253
1;naval_base;425.00;9.50;1927.00;-3.72;3253
1;naval_base;450.00;9.60;1980.00;-1.25;3253
1;naval_base;291.00;9.50;1856.00;-1.02;8409
1;naval_base;84.00;9.53;1784.00;-4.43;3450
1;naval_base;428.00;9.90;1974.00;0.61;3253
1;bunker;338.00;10.57;1966.00;1.45;0
1;bunker;409.00;9.73;1954.00;4.47;0
1;bunker;295.00;10.30;1986.00;0.85;0
1;bunker;483.00;11.65;1987.00;3.52;0
1;bunker;412.00;13.20;1990.00;5.08;0
1;bunker;480.00;11.53;1969.00;2.92;0
1;bunker;311.00;9.73;1876.00;5.58;0
1;bunker;423.00;9.55;1904.00;1.96;0
1;bunker;205.00;9.57;1817.00;4.98;0
1;bunker;83.00;9.50;1784.00;6.19;0
1;coastal_bunker;413.00;9.50;1908.00;-1.71;0
1;coastal_bunker;499.00;9.53;1987.00;1.12;0
1;coastal_bunker;479.00;9.50;1961.00;1.54;0
1;coastal_bunker;155.00;9.68;2019.00;-1.69;0
1;coastal_bunker;322.00;9.50;1929.00;-0.69;0
1;coastal_bunker;85.00;9.50;1788.00;-4.43;0
1;coastal_bunker;209.00;9.70;1821.00;1.57;0
1;coastal_bunker;436.00;9.50;1980.00;0.61;0
1;coastal_bunker;329.00;9.60;1873.00;-4.49;0
1;coastal_bunker;374.00;9.50;1905.00;0.17;0
1;dockyard;320.00;9.53;1884.00;-3.99;0
1;anti_air_building;306.00;10.53;2033.00;2.98;0
1;anti_air_building;299.00;10.30;1999.00;4.19;0
1;anti_air_building;378.00;9.90;1932.00;0.92;0
1;synthetic_refinery;333.00;10.62;2010.00;3.59;0
1;fuel_silo;416.00;11.62;1968.00;6.25;0
1;radar_station;278.00;9.50;1922.00;4.29;0
1;rocket_site;482.00;12.73;1991.00;5.65;0
1;nuclear_reactor;357.00;10.28;1945.00;2.04;0
2;arms_factory;906.00;12.25;1712.00;0.78;0
2;arms_factory;890.00;10.35;1670.00;2.34;0
2;arms_factory;907.00;13.28;1659.00;0.18;0
2;arms_factory;924.00;11.18;1669.00;2.84;0
2;arms_factory;921.00;14.07;1702.00;5.50;0
2;arms_factory;889.00;10.35;1661.00;2.24;0
2;industrial_complex;901.00;10.23;1704.00;3.45;0
2;industrial_complex;922.00;12.55;1690.00;1.29;0
2;industrial_complex;872.00;11.30;1689.00;2.85;0
2;industrial_complex;913.00;13.38;1674.00;5.51;0
2;industrial_complex;940.00;10.95;1655.00;1.90;0
2;industrial_complex;906.00;12.53;1717.00;6.02;0
2;air_base;908.00;12.70;1666.00;6.12;0
2;naval_base;888.00;9.50;1688.00;-3.14;5257
2;naval_base;884.00;9.70;1701.00;-4.07;5257
2;naval_base;872.00;9.50;1670.00;-0.79;5335
2;naval_base;867.00;9.57;1704.00;-2.45;5282
2;naval_base;888.00;9.50;1711.00;-1.37;5257
2;naval_base;883.00;9.50;1723.00;-1.57;5257
2;naval_base;896.00;9.50;1695.00;-1.77;5257
2;naval_base;884.00;9.50;1663.00;-1.68;5335
2;bunker;918.00;13.80;1688.00;0.85;0
2;bunker;913.00;12.35;1704.00;3.52;0
2;bunker;867.00;9.68;1688.00;5.08;0
2;bunker;887.00;10.32;1676.00;2.92;0
2;bunker;899.00;9.65;1703.00;5.58;0
2;bunker;896.00;9.85;1721.00;1.96;0
2;bunker;929.00;10.60;1660.00;4.98;0
2;bunker;923.00;11.88;1676.00;6.19;0
2;bunker;875.00;9.95;1676.00;4.03;0
2;bunker;941.00;11.00;1662.00;0.41;0
2;bunker;906.00;11.00;1691.00;1.97;0
2;bunker;878.00;12.82;1694.00;4.63;0
2;bunker;913.00;13.55;1673.00;2.47;0
2;bunker;904.00;12.75;1657.00;5.14;0
2;bunker;893.00;10.65;1652.00;0.41;0
2;coastal_bunker;896.00;9.50;1692.00;-1.77;0
2;coastal_bunker;890.00;9.75;1680.00;-3.14;0
2;coastal_bunker;889.00;9.62;1696.00;-4.07;0
2;coastal_bunker;893.00;9.50;1701.00;-1.37;0
2;coastal_bunker;871.00;9.70;1702.00;-2.45;0
2;coastal_bunker;882.00;9.50;1663.00;-0.79;0
2;coastal_bunker;890.00;9.50;1720.00;-1.57;0
2;coastal_bunker;884.00;9.50;1663.00;-1.68;0
2;dockyard;869.00;9.50;1668.00;-0.79;0
2;anti_air_building;928.00;10.32;1658.00;2.64;0
2;anti_air_building;918.00;13.55;1706.00;5.65;0
2;anti_air_building;893.00;10.75;1665.00;2.04;0
2;synthetic_refinery;907.00;13.10;1654.00;4.70;0
2;fuel_silo;920.00;12.82;1693.00;2.54;0
2;radar_station;906.00;11.85;1687.00;5.70;0
2;rocket_site;893.00;10.50;1651.00;0.48;0
2;nuclear_reactor;948.00;9.50;1659.00;3.15;0
3;arms_factory;950.00;10.93;1477.00;2.84;0
3;arms_factory;922.00;11.50;1475.00;5.50;0
3;arms_factory;934.00;10.43;1447.00;2.24;0
3;arms_factory;958.00;10.68;1441.00;3.45;0
3;arms_factory;983.00;12.53;1459.00;1.29;0
3;arms_factory;968.00;9.60;1432.00;2.85;0
3;industrial_complex;960.00;18.50;1480.00;5.51;0
3;industrial_complex;940.00;11.90;1447.00;1.90;0
3;industrial_complex;925.00;9.75;1455.00;6.02;0
3;industrial_complex;943.00;10.65;1455.00;6.12;0
3;industrial_complex;937.00;9.75;1480.00;3.96;0
3;industrial_complex;978.00;10.93;1435.00;1.80;0
3;air_base;915.00;11.12;1474.00;4.46;0
3;naval_base;924.00;9.50;1453.00;-0.59;2875
3;naval_base;946.00;9.50;1436.00;-0.67;2875
3;naval_base;959.00;9.50;1428.00;-0.64;2875
3;naval_base;959.00;9.50;1421.00;-0.75;2875
3;naval_base;912.00;9.50;1466.00;-0.93;5504
3;naval_base;919.00;9.50;1460.00;-0.64;2875
3;bunker;925.00;10.43;1460.00;3.52;0
3;bunker;967.00;9.70;1429.00;5.08;0
3;bunker;925.00;9.57;1453.00;2.92;0
3;bunker;955.00;12.25;1464.00;5.58;0
3;bunker;912.00;10.85;1473.00;1.96;0
3;bunker;934.00;10.53;1466.00;4.98;0
3;bunker;976.00;13.32;1455.00;6.19;0
3;bunker;969.00;10.32;1436.00;4.03;0
3;bunker;984.00;14.48;1438.00;0.41;0
3;bunker;926.00;11.23;1476.00;1.97;0
3;bunker;947.00;9.90;1441.00;4.63;0
3;bunker;937.00;11.40;1455.00;2.47;0
3;bunker;957.00;17.65;1480.00;5.14;0
3;bunker;951.00;10.62;1472.00;0.41;0
3;bunker;966.00;9.73;1435.00;4.54;0
3;bunker;942.00;10.00;1483.00;0.92;0
3;bunker;957.00;12.80;1451.00;2.48;0
3;coastal_bunker;958.00;9.50;1433.00;-0.64;0
3;coastal_bunker;932.00;9.50;1433.00;-0.67;0
3;coastal_bunker;924.00;9.50;1451.00;-0.59;0
3;coastal_bunker;910.00;9.50;1469.00;-0.93;0
3;coastal_bunker;956.00;9.50;1413.00;-0.75;0
3;coastal_bunker;921.00;9.50;1455.00;-0.64;0
3;dockyard;924.00;9.50;1452.00;-0.59;0
3;anti_air_building;931.00;11.05;1466.00;5.65;0
3;anti_air_building;947.00;9.90;1470.00;2.04;0
3;anti_air_building;986.00;11.38;1454.00;4.70;0
3;synthetic_refinery;978.00;12.35;1443.00;2.54;0
3;fuel_silo;927.00;10.12;1479.00;4.10;0
3;radar_station;949.00;10.53;1453.00;0.90;0
3;rocket_site;953.00;12.38;1446.00;3.15;0
3;nuclear_reactor;934.00;10.98;1450.00;6.16;0
4;arms_factory;954.00;14.48;1578.00;3.45;0
4;arms_factory;948.00;14.40;1540.00;1.29;0
4;arms_factory;955.00;13.78;1524.00;2.85;0
4;arms_factory;961.00;14.90;1515.00;5.51;0
4;arms_factory;945.00;14.90;1519.00;1.90;0
4;arms_factory;953.00;13.78;1525.00;6.02;0
4;industrial_complex;971.00;14.20;1563.00;6.12;0
4;industrial_complex;991.00;14.70;1554.00;3.96;0
4;industrial_complex;950.00;13.95;1537.00;1.80;0
4;industrial_complex;993.00;15.12;1548.00;4.46;0
4;industrial_complex;995.00;15.05;1555.00;6.03;0
4;industrial_complex;968.00;15.55;1526.00;2.41;0
4;air_base;975.00;15.20;1513.00;0.25;0
4;naval_base;913.00;9.50;1506.00;-1.85;5430
4;bunker;993.00;15.35;1495.00;4.47;0
4;bunker;949.00;14.07;1537.00;0.85;0
4;bunker;928.00;10.35;1500.00;3.52;0
4;bunker;966.00;15.07;1510.00;5.08;0
4;bunker;990.00;16.58;1528.00;2.92;0
4;bunker;968.00;14.73;1487.00;5.58;0
4;bunker;936.00;14.15;1547.00;1.96;0
4;bunker;931.00;13.85;1544.00;4.98;0
4;bunker;919.00;13.82;1537.00;6.19;0
4;bunker;982.00;15.07;1547.00;4.03;0
4;bunker;1002.00;14.32;1492.00;0.41;0
4;bunker;955.00;13.82;1523.00;1.97;0
4;bunker;931.00;15.48;1554.00;4.63;0
4;bunker;925.00;11.10;1510.00;2.47;0
4;bunker;923.00;15.15;1579.00;5.14;0
4;bunker;948.00;14.75;1563.00;0.41;0
4;bunker;985.00;11.05;1477.00;4.54;0
4;bunker;946.00;17.43;1499.00;0.92;0
